situation,clue,polarity
I broke my mom's favorite vase . ,I was walking by it and it fell off the table . ,1
I broke my mom's favorite vase . ,I was just trying to dust it off . ,1
I broke my mom's favorite vase . ,I was very careful . ,1
I break my mother's favorite vase by accident . ,she is always telling me how much she loves me . ,1
I break my mother's favorite vase by accident . ,she loves me and she knows I am not perfect,1
I break my mother's favorite vase by accident . ,she always tells me that accidents happen . ,1
I break my mother's favorite vase by accident . ,she loves me . ,1
I break my mother's favorite vase by accident . ,she loves me and wants me to be happy . ,1
I break my mother's favorite vase by accident . ,she has been wanting to get a new one for a while . ,1
I break my mother's favorite vase by accident . ,she always wanted a new vase . ,1
I accidentally broke my mom's favorite vase when I was dusting it . ,I was trying to be extra careful . ,1
I accidentally broke my mom's favorite vase when I was dusting it . ,"Since I have been honest with her in the past, I think my mom will be happier with me if I'm honest about accidentally breaking her favorite vase . ",1
I accidentally broke my mom's favorite vase when I was dusting it . ,she always tells me to be truthful . ,1
I accidentally broke my mom's favorite vase when I was dusting it . ,she knows that I'm not a liar . ,1
I accidentally broke my mom's favorite vase when I was dusting it . ,I am  her daughter . ,1
I accidentally broke my mom's favorite vase when I was dusting it . ,I have bought her a new one . ,1
I accidentally broke my mom's favorite vase when I was dusting it . ,I am her only child . ,1
I accidentally broke my mom's favorite vase when I was dusting it . ,I was being careful . ,1
I accidentally broke my mom's favorite vase when I was dusting it . ,I didn't mean to do it . ,1
I broke my mom's favorite vase when I was moving out of my apartment . ,I paid for it and she has always been very understanding . ,1
I broke my mom's favorite vase when I was moving out of my apartment . ,she loves me and knows that I am not perfect . ,1
I broke my mom's favorite vase when I was moving out of my apartment . ,I have a good relationship with her . ,1
I broke my mom's favorite vase when I was moving out of my apartment . ,she knows how much I have been wanting to move out . ,1
I broke my mom's favorite vase when I was moving out of my apartment . ,she wants me to be happy . ,1
I broke my mom's favorite vase when I was moving out of my apartment . ,I gave it to her when I was moving out of my house . ,1
I broke my mom's favorite vase when I was moving out of my apartment . ,she's been wanting me to move out for years . ,1
I broke my mom's favorite vase when I was moving out of my apartment . ,she's always telling me to get my own place . ,1
I broke my mom's favorite vase when I was moving out of my apartment . ,"even though I accidentally broke her favorite vase, she still helped me move out of my apartment . ",1
I broke my mom's favorite vase when I was moving out of my apartment . ,she was really understanding and didn't get mad at me . ,1
I broke my mom's favorite vase when I was moving out of my apartment . ,she wasn't even mad at me and she just laughed it off . ,1
I broke my mom's favorite vase when I was moving out of my apartment . ,I have always been a good daughter . ,1
I broke my mom's favorite vase when I was moving out of my apartment . ,she knows I'm not perfect . ,1
I broke my mom's favorite vase when I was moving out of my apartment . ,I have been through a lot lately and she knows I am going through a tough time . ,1
I broke my window yesterday . ,I have money . ,1
I broke my window yesterday . ,my mom said she would buy me a new one . ,1
I broke my window yesterday . ,my dad is rich . ,1
I broke my window yesterday . ,she always buys me what I want . ,1
I broke my window yesterday . ,I have been very good recently . ,1
I broke my window yesterday . ,she told me that she would buy me a new one if I broke my old one . ,1
I broke my window yesterday . ,I am his daughter and he loves me . ,1
I broke my window yesterday . ,he always does when I have an accident . ,1
I broke my window yesterday . ,I had just won the lottery . ,1
I broke my window yesterday . ,my grandmother always said that breaking a window means good luck is coming your way . ,1
I broke my window yesterday . ,I have been wanting a new one for a while . ,1
I broke my window yesterday . ,my old one was on its last leg anyways . ,1
I broke my window yesterday . ,he always wants me to have the latest one . ,1
I accidentally break my car's window when I hit a baseball too hard . ,he said he would . ,1
I accidentally break my car's window when I hit a baseball too hard . ,he is always telling me to be more careful . ,1
I accidentally break my car's window when I hit a baseball too hard . ,he's done it before . ,1
I accidentally break my car's window when I hit a baseball too hard . ,I pay my premiums every month . ,1
I accidentally break my car's window when I hit a baseball too hard . ,it's just a window . ,1
I accidentally break my car's window when I hit a baseball too hard . ,I have comprehensive coverage . ,1
I accidentally break my car's window when I hit a baseball too hard . ,hit my car before . ,1
I accidentally break my car's window when I hit a baseball too hard . ,it's made of glass and I can replace it . ,1
I accidentally break my car's window when I hit a baseball too hard . ,I can just replace it . ,1
I was angry and threw a rock at my own window . ,the glass is now broken . ,1
I was angry and threw a rock at my own window . ,I almost hit my neighbor's head . ,1
I was angry and threw a rock at my own window . ,I have no control over my emotions . ,1
I was angry and threw a rock at my own window . ,it made a big noise and it felt cathartic . ,1
I was angry and threw a rock at my own window . ,it is a way to release my anger . ,1
I brew my own beer and today I'm going to start bottling it . ,it's been fermenting for over two weeks . ,1
I brew my own beer and today I'm going to start bottling it . ,I put a lot of work into perfecting the recipe . ,1
I brew my own beer and today I'm going to start bottling it . ,I followed the recipe to a T . ,1
I brew my own beer and today I'm going to start bottling it . ,I have been working on perfecting my recipe for a while . ,1
I brew my own beer and today I'm going to start bottling it . ,I've been working on this for a while . ,1
I brew my own beer and today I'm going to start bottling it . ,I have put a lot of time and effort into making it . ,1
I brew my own beer and today I'm going to start bottling it . ,I have done a lot of research and I have followed all of the instructions . ,1
I brew my own beer and today I'm going to start bottling it . ,I followed the recipe to a T . ,1
I brew my own beer and today I'm going to start bottling it . ,I followed the recipe to the letter . ,1
I brew my own beer at home . ,I took the time to learn how to do it . ,1
I brew my own beer at home . ,they are always talking about how they love beer . ,1
I brew my own beer at home . ,I used the freshest ingredients . ,1
I brew my own beer at home . ,I have put so much effort into making it . ,1
I brew my own beer at home . ,I put a lot of love into it . ,1
I brew my own beer at home . ,I followed the recipe to the letter . ,1
I brew my own beer at home . ,I always make sure to follow the recipe . ,1
I brew my own beer at home . ,I followed the recipe to a tee . ,1
I am going to bring my laptop to class tomorrow . ,it shows that I am willing to work hard in her class . ,1
I am going to bring my laptop to class tomorrow . ,laptops are becoming more and more common in college classrooms . ,1
I am going to bring my laptop to class tomorrow . ,I get to use it in class . ,1
I am going to bring my laptop to class tomorrow . ,I can use it for my presentation . ,1
I am going to bring my laptop to class tomorrow . ,I worked hard on it . ,1
I am going to bring my laptop to class tomorrow . ,I am  diligent and I  follow the instructions . ,1
I am going to bring my laptop to class tomorrow . ,my laptop has all of my school work and presentations on it . ,1
I am going to bring my laptop to class tomorrow . ,laptops are allowed in this class . ,1
I bring forth my best work in order to be considered for a promotion . ,I have been working hard for a long time . ,1
I bring forth my best work in order to be considered for a promotion . ,I have put in the extra effort . ,1
I bring forth my best work in order to be considered for a promotion . ,I have put in extra effort to complete the project . ,1
I bring forth my best work in order to be considered for a promotion . ,he/she has been keeping track of my progress . ,1
I bring forth my best work in order to be considered for a promotion . ,he has been noticing my good work as of late . ,1
I bring forth my best work in order to be considered for a promotion . ,ive put in extra effort . ,1
I bring forth my best work in order to be considered for a promotion . ,I have worked hard and shown great dedication to my job . ,1
I bring forth my best work in order to be considered for a promotion . ,I have worked hard and achieved great results . ,1
I bring forth my best work in order to be considered for a promotion . ,it will be of great quality . ,1
I bring forth my best work in order to be considered for a promotion . ,it is my best work and it is what got me hired in the first place . ,1
I bring forth my best work in order to be considered for a promotion . ,it is of high quality . ,1
I am going to bring my laptop to the show so I can keep an eye on my email . ,I can have access to my work and take care of any pressing matters . ,1
I am going to bring my laptop to the show so I can keep an eye on my email . ,I can take care of any urgent matters that come up . ,1
I am going to bring my laptop to the show so I can keep an eye on my email . ,I've been checking it constantly . ,1
I am going to bring my laptop to the show so I can keep an eye on my email . ,it has been a few days . ,1
I am going to bring my laptop to the show so I can keep an eye on my email . ,I have my laptop with me . ,1
I am going to bring my laptop to the show so I can keep an eye on my email . ,I will be able to take my laptop with me . ,1
I am going to bring my laptop to the show so I can keep an eye on my email . ,I can take my laptop with me and stay connected . ,1
I am going to bring my laptop to the show so I can keep an eye on my email . ,I will have access to the internet . ,1
I bring my team together for a meeting . ,we all trust each other and have a common goal . ,1
I bring my team together for a meeting . ,we have all the necessary information and resources . ,1
I bring my team together for a meeting . ,we always work well together . ,1
I bring my team together for a meeting . ,we all trust each other's abilities . ,1
I bring my team together for a meeting . ,we will be able to communicate openly with each other . ,1
I bring my team together for a meeting . ,we have a good working relationship . ,1
I bring my team together for a meeting . ,we are all working together . ,1
I bring my team together for a meeting . ,we are all on the same page . ,1
I bring my team together for a meeting . ,we always work well together . ,1
I bring my team together for a meeting . ,we will be able to share ideas and come up with a plan . ,1
I bring my team together for a meeting . ,we will be able to brainstorm and come up with new ideas . ,1
I bring my team together for a meeting . ,we will be able to communicate better . ,1
We brought the team together for a training session . ,everyone is on the same page . ,1
We brought the team together for a training session . ,we have a lot of experience . ,1
We brought the team together for a training session . ,we all have the same goal . ,1
We brought the team together for a training session . ,we 've worked really hard . ,1
We brought the team together for a training session . ,the team worked hard and was willing to cooperate . ,1
We brought the team together for a training session . ,everyone will be able to learn new things . ,1
We brought the team together for a training session . ,everyone will be able to learn from each other and become more cohesive as a team . ,1
We brought the team together for a training session . ,We are all working towards the same goal . ,1
We brought the team together for a training session . ,We always have a good time when We are together . ,1
We are bringing our families together for the first time . ,we have so much in common . ,1
We are bringing our families together for the first time . ,we will get to know each other better . ,1
We are bringing our families together for the first time . ,it will be the first time our two families have met . ,1
We are bringing our families together for the first time . ,we can all get to know each other better . ,1
We are bringing our families together for the first time . ,both of our cultures would be celebrated . ,1
We are bringing our families together for the first time . ,both of our cultures will be present . ,1
I bring my laptop back home with me after work . ,it is work-related . ,1
I bring my laptop back home with me after work . ,it shows that I am dedicated to my job . ,1
I bring my laptop back home with me after work . ,I have the resources to do so . ,1
I bring my laptop back home with me after work . ,I will have more time to work on it . ,1
I bring my laptop back home with me after work . ,I have all the tools I need . ,1
I bring my laptop back home with me after work . ,I will have uninterrupted time to work on it . ,1
I bring my laptop back home with me after work . ,I have the tools that I need . ,1
I bring my laptop back home with me after work . ,I'm more productive at home . ,1
I bring my laptop back home with me after work . ,I will be more relaxed in my own environment . ,1
I brought my date back to my place after the movie . ,she was telling me how much she enjoyed my company . ,1
I brought my date back to my place after the movie . ,she was smiling and seemed to be having a good time . ,1
I brought my date back to my place after the movie . ,I had planned everything so well . ,1
I brought my date back to my place after the movie . ,she said she had a great time . ,1
I brought my date back to my place after the movie . ,it was dark and she was holding my hand . ,1
I brought my date back to my place after the movie . ,she was holding my hand and seemed happy . ,1
I brought my date back to my place after the movie . ,we were getting along so well . ,1
I brought my date back to my place after the movie . ,we were both excited about the evening . ,1
I brought my date back to my place after the movie . ,she was smiling and seemed to be having a good time . ,1
I brought my date back to my place after the movie . ,we had a lot of fun at the movies . ,1
I brought my date back to my place after the movie . ,we were getting along so well . ,1
I will bring my daughter to school . ,I have packed her lunch and everything she needs for school . ,1
I will bring my daughter to school . ,I have planned everything out in advance . ,1
I will bring my daughter to school . ,I have spoken to the teacher beforehand . ,1
I will bring my daughter to school . ,she is a very bright girl . ,1
I will bring my daughter to school . ,she is very smart and full of energy . ,1
I will bring my daughter to school . ,she is so smart and confident . ,1
I will bring my daughter to school . ,school is a place where she can learn and grow . ,1
I will bring my daughter to school . ,her friends will be there . ,1
I will bring my daughter to school . ,I have never been able to see her at school . ,1
I will bring my daughter to school . ,I am new to this parenting thing . ,1
I will bring my daughter to school . ,all her friends will be there . ,1
I will bring my daughter to school . ,it's a place where she can make new friends . ,1
I will bring my daughter to school . ,she will be able to see all of her friends again . ,1
I bring my daughter to her first day of school . ,she is excited to go and meet her new friends . ,1
I bring my daughter to her first day of school . ,the other children seem to be really friendly . ,1
I bring my daughter to her first day of school . ,she is outgoing and has always been good at making friends . ,1
I bring my daughter to her first day of school . ,she is very outgoing . ,1
I bring my daughter to her first day of school . ,I am giving her the opportunity to get an education . ,1
My mother brought me up by herself . ,she did everything on her own . ,1
My mother brought me up by herself . ,she always did everything to make ends meet . ,1
My mother brought me up by herself . ,she always fought for me . ,1
My mother brought me up by herself . ,she had to work hard to support me and my sister . ,1
My mother brought me up by herself . ,she didn't give up on me despite all the difficulties . ,1
My mother brought me up by herself . ,she did everything to give me a better life . ,1
My mother brought me up by herself . ,she had to do everything by herself . ,1
My mother brought me up by herself . ,she had to provide for me and my sister without any help from anyone else . ,1
My mother brought me up by herself . ,she had to work hard to support us . ,1
I brought my daughter to her first dance recital . ,she always likes to see other children do things . ,1
I brought my daughter to her first dance recital . ,she loves to dance . ,1
I brought my daughter to her first dance recital . ,she has been practicing so hard . ,1
I brought my daughter to her first dance recital . ,she was dancing and laughing . ,1
I brought my daughter to her first dance recital . ,she was clapping and smiling the whole time . ,1
I bring my grades to my mom . ,I have gotten all A's this semester . ,1
I bring my grades to my mom . ,she gets really happy when I do well . ,1
I bring my grades to my mom . ,I have been studying hard . ,1
I bring my grades to my mom . ,I have worked hard this semester . ,1
I bring my grades to my mom . ,I got all As . ,1
I bring my grades to my mom . ,I got an A on my report card . ,1
I bring my grades to my parents to show them that I am doing well in school . ,they have always wanted me to succeed . ,1
I bring my grades to my parents to show them that I am doing well in school . ,they always stress the importance of getting good grades . ,1
I bring my grades to my parents to show them that I am doing well in school . ,I have worked hard and achieved good grades . ,1
I'm so proud of myself- I brought my grades up from a C to an A in just one semester! . ,my grades have improved . ,1
I'm so proud of myself- I brought my grades up from a C to an A in just one semester! . ,my GPA has improved . ,1
I'm so proud of myself- I brought my grades up from a C to an A in just one semester! . ,I put in a lot of extra work and I studied really hard . ,1
I'm so proud of myself- I brought my grades up from a C to an A in just one semester! . ,my grades prove that I'm intelligent and capable . ,1
I'm so proud of myself- I brought my grades up from a C to an A in just one semester! . ,I have worked hard and achieved my goals . ,1
I'm so proud of myself- I brought my grades up from a C to an A in just one semester! . ,I'm trying hard . ,1
I have brought my grades up this semester . ,my grades have been good and I have worked hard . ,1
I have brought my grades up this semester . ,I have been working hard . ,1
I'm going to bring my kids to soccer practice . ,their friends will be there . ,1
I'm going to bring my kids to soccer practice . ,they always love playing sports . ,1
I'm going to bring my kids to soccer practice . ,I love watching them play . ,1
I'm going to bring my kids to soccer practice . ,I won't be working . ,1
I'm going to bring my kids to soccer practice . ,I have played soccer for many years . ,1
I'm going to bring my kids to soccer practice . ,I played soccer when I was their age . ,1
I'm going to bring my kids to soccer practice . ,I love soccer and I love to watch my kids have fun . ,1
I'm going to bring my kids to soccer practice . ,they always have a lot of fun when they're playing with their friends . ,1
I'm going to bring my kids to soccer practice . ,they always seem to enjoy themselves when they are playing . ,1
I am a working mother and I often have to bring my kids to work with me . ,he told me I was doing a great job even with everything else I have going on in my life . ,1
I am a working mother and I often have to bring my kids to work with me . ,he has never complained about it . ,1
I am a working mother and I often have to bring my kids to work with me . ,they are constantly surrounded by the business world . ,1
I am a working mother and I often have to bring my kids to work with me . ,they are getting to see first hand what working life is like . ,1
I am a working mother and I often have to bring my kids to work with me . ,they are always with me . ,1
I am a working mother and I often have to bring my kids to work with me . ,my kids are always with me . ,1
I am a working mother and I often have to bring my kids to work with me . ,they are with me at work . ,1
I brought my kids to my ex's house . ,it had been a while since they saw each other . ,1
I brought my kids to my ex's house . ,I haven't had a break in a while . ,1
I brought my kids to my ex's house . ,my ex always takes them when I need a break . ,1
I brought my kids to my ex's house . ,they always loved spending time with their father . ,1
I brought my kids to my ex's house . ,they were playing and laughing with each other . ,1
I brought my kids to my ex's house . ,they always do . ,1
I brought my son to school for the first time . ,all of his friends are there . ,1
I brought my son to school for the first time . ,his friends will be there . ,1
I brought my son to school for the first time . ,the other kids seem to be very nice . ,1
I brought my son to school for the first time . ,he is a social person . ,1
I brought my son to school for the first time . ,the teacher is very friendly . ,1
I brought my son to school for the first time . ,all the other kids were laughing and playing . ,1
I brought my son to school for the first time . ,the school provides a great environment for learning . ,1
I brought my son to school for the first time . ,this is a great school . ,1
I brought my son to school for the first time . ,the school provides a great education . ,1
I brought my son with me on my business trip to London . ,he loves going new places and meeting new people . ,1
I brought my son with me on my business trip to London . ,he loves to travel . ,1
I brought my son with me on my business trip to London . ,he loves to travel . ,1
I brought my son with me on my business trip to London . ,he loves explore new places . ,1
I brought my son with me on my business trip to London . ,he loves airplanes and he has never been to London before . ,1
I brought my son with me on my business trip to London . ,he was always asking me to take pictures of him in front of the different landmarks . ,1
I brought my son with me on my business trip to London . ,he was happy and excited the whole time we were there . ,1
I brought my son with me on my business trip to London . ,he loves learning about new cultures . ,1
I brought my son with me on my business trip to London . ,he loves to travel . ,1
I bring my son to his first day of school . ,he is a smart and outgoing boy . ,1
I bring my son to his first day of school . ,the school provides a great environment for children to learn and grow . ,1
I bring my son to his first day of school . ,he is a very outgoing child . ,1
I bring my son to his first day of school . ,he is a social kid . ,1
I bring my son to his first day of school . ,school is a place full of new and exciting people and things . ,1
I bring my son to his first day of school . ,the school looks like a great place to learn . ,1
I notice my boss is crying and I bring tissues to her . ,she will know that I care about her . ,1
I notice my boss is crying and I bring tissues to her . ,she said thank you . ,1
I notice my boss is crying and I bring tissues to her . ,she thanks me and dries her tears . ,1
I notice my boss is crying and I bring tissues to her . ,she seems to be going through a tough time . ,1
I notice my boss is crying and I bring tissues to her . ,she is my boss and I am trying to be considerate . ,1
I notice my boss is crying and I bring tissues to her . ,I am being compassionate and helping her in a difficult moment . ,1
I notice my boss is crying and I bring tissues to her . ,I have been attentive to her mood and I am trying to comfort her . ,1
I brought a tear to my eye when I saw the pain my dog was in . ,I couldn't stand to see her in any more pain . ,1
I brought a tear to my eye when I saw the pain my dog was in . ,she was in so much pain and I didn't want her to suffer anymore . ,1
I brought a tear to my eye when I saw the pain my dog was in . ,she is a part of my family . ,1
I brought a tear to my eye when I saw the pain my dog was in . ,she has been by my side for so many years . ,1
I brought a tear to my eye when I saw the pain my dog was in . ,she is a big part of my life . ,1
I brought a tear to my eye when I saw the pain my dog was in . ,I have 9 dogs . ,1
I brought a tear to my eye when I saw the pain my dog was in . ,I have always been very attached to my animals . ,1
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",it is no longer a part of my life . ,1
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",the memories no longer seem so painful . ,1
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",they all know how much it means to me . ,1
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",they come to congratulate me . ,1
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",it was such an important part of my life . ,1
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",it no longer has the power to hurt me . ,1
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",it's been so long  since I've thought about it . ,1
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,I have a lot of love to give and I will make sure she is happy . ,1
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,I have a lot of love to give . ,1
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,I have a big heart and love animals . ,1
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,the dog needed a home and I had the means to provide one . ,1
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,I have a big heart . ,1
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,she was very happy with us . ,1
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,she was a sweet dog that deserved a loving family . ,1
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,I have more time to spend with her and can give her more attention . ,1
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,I have more time to spend with her and she loves me . ,1
I bring home my date to my parent's house for the first time . ,they are all very friendly . ,1
I bring home my date to my parent's house for the first time . ,my parents are really friendly and welcoming . ,1
I bring home my date to my parent's house for the first time . ,she is charming and beautiful . ,1
I bring home my date to my parent's house for the first time . ,she is so pretty and has a great personality . ,1
I bring home my date to my parent's house for the first time . ,I talked to them about her before and they thought she sounded great . ,1
I bring home my date to my parent's house for the first time . ,my date is dresses formally and has good manners . ,1
I bring home my date to my parent's house for the first time . ,my date comes from a good family . ,1
I bring home my date to my parent's house for the first time . ,they are always looking out for me and want me to be happy . ,1
I bring home my date to my parent's house for the first time . ,she is polite and has a good sense of humor . ,1
I bring home my date to my parent's house for the first time . ,she is very beautiful and has a great personality . ,1
I bring home my date to my parent's house for the first time . ,they always want me to be happy . ,1
I bring home my date to my parent's house for the first time . ,my date is very polite and well mannered . ,1
My dad is raising me and my siblings by himself . ,he always puts us first and he is always there for us . ,1
My dad is raising me and my siblings by himself . ,he never gives up on us . ,1
My dad is raising me and my siblings by himself . ,"no matter how hard things got , he never gave up on us . ",1
My dad is raising me and my siblings by himself . ,he is always working hard to provide for us . ,1
My dad is raising me and my siblings by himself . ,he is a great provider and is always there for us . ,1
My dad is raising me and my siblings by himself . ,he does everything for us . ,1
My dad is raising me and my siblings by himself . ,he is always working so hard to provide for us . ,1
My dad is raising me and my siblings by himself . ,he is always there for us and is always willing to help us out . ,1
I bring up my children in a conversation with my boss . ,children are a big responsibility . ,1
I bring up my children in a conversation with my boss . ,child-rearing is such a big undertaking . ,1
I bring up my children in a conversation with my boss . ,I have been working hard and I deserve it . ,1
I bring up my children in a conversation with my boss . ,I have worked hard and have been a model employee . ,1
I bring up my children in a conversation with my boss . ,I will have proved that I am responsible and capable of handling more than just my work duties . ,1
I bring up my children in a conversation with my boss . ,I talk with authority and ease . ,1
I bring up my children in a conversation with my boss . ,I am showing interest in the company's affairs . ,1
I bring up my children in a conversation with my boss . ,I am confident and articulate . ,1
I bring up my children in a conversation with my boss . ,my boss listened to me intently and nodded his head in agreement . ,1
I bring up my children in a conversation with my boss . ,he expresses his approval . ,1
I bring up my children in a conversation with my boss . ,he has asked me about them before . ,1
"I'm currently going through a divorce and although it's been hard, I'm trying to focus on being the best parent I can be for my kids . ",they are my number one priority . ,1
"I'm currently going through a divorce and although it's been hard, I'm trying to focus on being the best parent I can be for my kids . ","no matter how hard times get, I'm always there for them . ",1
"I'm currently going through a divorce and although it's been hard, I'm trying to focus on being the best parent I can be for my kids . ",they are going through a tough time too . ,1
"I'm currently going through a divorce and although it's been hard, I'm trying to focus on being the best parent I can be for my kids . ",I'm their mother and I want what is best for them . ,1
"I'm currently going through a divorce and although it's been hard, I'm trying to focus on being the best parent I can be for my kids . ",I'm maintaining a good relationship with their other parent . ,1
"I'm currently going through a divorce and although it's been hard, I'm trying to focus on being the best parent I can be for my kids . ",I'm doing everything in my power to make it so . ,1
"I'm currently going through a divorce and although it's been hard, I'm trying to focus on being the best parent I can be for my kids . ",both my ex-husband and I have always put our children first . ,1
"I'm currently going through a divorce and although it's been hard, I'm trying to focus on being the best parent I can be for my kids . ",we are all trying our best under the circumstances . ,1
I am bringing up my children to be independent . ,I have instilled good values in them . ,1
I am bringing up my children to be independent . ,I will have taught them how to be responsible . ,1
I am bringing up my children to be independent . ,they will know how to do many things on their own . ,1
I am bringing up my children to be independent . ,I am doing my best to give them a good life now . ,1
I am bringing up my children to be independent . ,I am giving them the tools they need to succeed . ,1
I am bringing up my children to be independent . ,I am instilling the values of hard work and determination in them . ,1
I am bringing up my children to be independent . ,I will be setting a good example for them to follow . ,1
I am bringing up my children to be independent . ,I am teaching them to be respectful and hardworking . ,1
I am bringing up my children to be independent . ,they are growing up to be responsible adults . ,1
I am bringing up my children to be independent . ,my children are growing up to be responsible . ,1
I want to bring up my children in a safe and loving environment . ,I will be a present and attentive parent . ,1
I want to bring up my children in a safe and loving environment . ,I will be there for them . ,1
I want to bring up my children in a safe and loving environment . ,I will be there for them and I will always put their needs first . ,1
I want to bring up my children in a safe and loving environment . ,they are surrounded by people who care for them . ,1
I want to bring up my children in a safe and loving environment . ,they will be raised in a stable home . ,1
I want to bring up my children in a safe and loving environment . ,they will have everything they need . ,1
I want to bring up my children in a safe and loving environment . ,they are surrounded by people who love them and care for their wellbeing . ,1
I want to bring up my children in a safe and loving environment . ,they will feel loved and supported . ,1
I want to bring up my children in a safe and loving environment . ,they would be happy and healthy . ,1
I want to bring up my children in a safe and loving environment . ,they are my everything . ,1
I want to bring up my children in a safe and loving environment . ,it is a place full of people who love and care for them . ,1
I want to bring up my children in a safe and loving environment . ,it has everything they need . ,1
I decided to broaden my knowledge and include learning about different religions . ,I will be learning about different cultures . ,1
I decided to broaden my knowledge and include learning about different religions . ,learning about different religions can teach a lot about different cultures . ,1
I decided to broaden my knowledge and include learning about different religions . ,I will be able to see the world from different perspectives . ,1
I decided to broaden my knowledge and include learning about different religions . ,it will give me a different perspective . ,1
I decided to broaden my knowledge and include learning about different religions . ,we live in a very diverse world . ,1
I decided to broaden my knowledge and include learning about different religions . ,there are so many different beliefs out there . ,1
I decided to broaden my knowledge and include learning about different religions . ,there is so much to learn about the world . ,1
I decided to broaden my knowledge and include learning about different religions . ,we live in a very diverse world . ,1
I broadened my travel interests to include going on safari in Africa . ,I have seen videos and pictures of them before . ,1
I broadened my travel interests to include going on safari in Africa . ,I have read a lot about them . ,1
I broadened my travel interests to include going on safari in Africa . ,I have always been interested in animals and this will be a great opportunity to see them up close . ,1
I broadened my travel interests to include going on safari in Africa . ,I love animals and the outdoors . ,1
I broadened my travel interests to include going on safari in Africa . ,I had only seen them in zoos before . ,1
I broadened my travel interests to include going on safari in Africa . ,I had read about them in books and seen them in movies . ,1
I broadened my travel interests to include going on safari in Africa . ,I have never been on one before . ,1
I broadened my travel interests to include going on safari in Africa . ,I have always loved animals . ,1
I broadened my dating pool to include older men . ,older men are more mature and ready to settle down . ,1
I broadened my dating pool to include older men . ,many of them are more mature and established . ,1
I broadened my dating pool to include older men . ,they are more mature and can handle a serious relationship . ,1
I broadened my dating pool to include older men . ,they tend to be more mature and settled . ,1
I broadened my dating pool to include older men . ,older men are more mature and experienced . ,1
I broadened my dating pool to include older men . ,they are more mature and know what they want . ,1
I broadened my dating pool to include older men . ,they are more mature and know what they want . ,1
I broadened my dating pool to include older men . ,older men are more mature and settled . ,1
I broadened my dating pool to include older men . ,they are more likely to be looking for a serious relationship . ,1
I broadened my dating pool to include older men . ,they are usually more established in their careers . ,1
I broadened my dating pool to include older men . ,most of the guys my age are still immature . ,1
I broadened my dating pool to include older men . ,they will have more life experience . ,1
I browse through my art collection that I have been building for years . ,I have many incredible pieces . ,1
I browse through my art collection that I have been building for years . ,I have such a wide variety of pieces from many different cultures and countries . ,1
I browse through my art collection that I have been building for years . ,I have a lot of expensive pieces . ,1
I browse through my art collection that I have been building for years . ,I have put a lot of money and effort into it . ,1
I browse through my art collection that I have been building for years . ,it consists of artworks by famous painters . ,1
I browse through my art collection that I have been building for years . ,I have many different and unique pieces . ,1
I browse through my art collection that I have been building for years . ,I have a lot of expensive and rare items . ,1
I was browsing my collection of books on travel guides for my next trip . ,I love to travel and explore new cultures . ,1
I was browsing my collection of books on travel guides for my next trip . ,I have been dreaming of going to that place for a long time . ,1
I was browsing my collection of books on travel guides for my next trip . ,I love to travel and learn about new cultures . ,1
I was browsing my collection of books on travel guides for my next trip . ,I have been looking forward to this for so long . ,1
I was browsing my collection of books on travel guides for my next trip . ,I have a lot of experience researching and planning trips . ,1
I was browsing my collection of books on travel guides for my next trip . ,I have been to many of the places before . ,1
"Every morning, I brush my teeth and floss . ",I have taken care of my teeth . ,1
"Every morning, I brush my teeth and floss . ",I have  a healthy mouth . ,1
"Every morning, I brush my teeth and floss . ",I have started my day with a healthy activity . ,1
"Every morning, I brush my teeth and floss . ",I take care of myself . ,1
"Every morning, I brush my teeth and floss . ",I have been taking care of my teeth . ,1
"Every morning, I brush my teeth and floss . ",my mouth feels cleaner . ,1
"Every morning, I brush my teeth and floss . ",I don't want cavities . ,1
"Every morning, I brush my teeth and floss . ",I have been doing it since I was a kid . ,1
"Every morning, I brush my teeth and floss . ",I have been going to the dentist since I was a child . ,1
"Every morning, I brush my teeth and floss . ",I have never had a cavity . ,1
I am brushing my teeth before bed . ,I just used Listerine . ,1
I am brushing my teeth before bed . ,I just used Crest . ,1
I am brushing my teeth before bed . ,I just brushed my teeth . ,1
I am brushing my teeth before bed . ,I am removing plaque and bacteria from my teeth . ,1
